unique_id,id,name,child_of_artifact,basis_name_id,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction
5997,15164,small tube,15170,70,link,390,12,37743,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15176,30,human energy,29,15183,3,10,2,transfer,7,1,channel
5998,15164,small tube,15170,70,link,390,12,37744,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15177,30,human energy,29,15186,3,10,2,transfer,7,1,channel
5999,15164,small tube,15170,70,link,390,12,37745,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15177,30,human energy,29,15183,3,10,2,transfer,7,1,channel
6000,15165,lower foot plate,15179,71,sled,390,9,37746,export,390,walker,1,consumer,2,aluminum,30,human energy,29,15159,30,human energy,29,15168,2,7,1,channel,,,
6001,15166,hip assembly,15182,175,assembly,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6002,15167,strap,15162,58,belt,390,8,37747,import,390,walker,1,consumer,15,plastic,30,human energy,29,15168,30,human energy,29,15161,2,7,1,channel,,,
6003,15167,strap,15162,58,belt,390,8,37752,import,390,walker,1,consumer,15,plastic,2,human material,1,15168,2,human material,1,15161,2,7,1,channel,,,
6004,15167,strap,15162,58,belt,390,9,37751,export,390,walker,1,consumer,15,plastic,2,human material,1,15161,2,human material,1,15168,2,7,1,channel,,,
6005,15167,strap,15162,58,belt,390,12,37750,transmit,390,walker,1,consumer,15,plastic,30,human energy,29,15161,30,human energy,29,15187,3,10,2,transfer,7,1,channel
6006,15167,strap,15162,58,belt,390,52,37748,secure,390,walker,1,consumer,15,plastic,2,human material,1,15161,2,human material,1,15161,2,50,1,support,,,
6007,15167,strap,15162,58,belt,390,53,37749,position,390,walker,1,consumer,15,plastic,2,human material,1,15161,2,human material,1,15161,2,50,1,support,,,
6008,15168,external,,178,external,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6009,15169,ankle assembly,15182,175,assembly,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6010,15170,legs,15182,175,assembly,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6011,15171,hip spring,15166,135,spring,390,34,37753,inhibit,390,walker,1,consumer,11,metal,30,human energy,29,15172,30,human energy,29,15190,3,32,2,stop,22,1,control magnitude
6012,15172,hip joint male,15166,66,hinge,390,12,37755,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15156,30,human energy,29,15171,3,10,2,transfer,7,1,channel
6013,15172,hip joint male,15166,66,hinge,390,13,37754,guide,390,walker,1,consumer,2,aluminum,5,solid,1,15171,5,solid,1,15171,2,7,1,channel,,,
6014,15173,ankle cover,15169,96,cover,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6015,15174,belt,15166,58,belt,390,52,37756,secure,390,walker,1,consumer,11,metal,2,human material,1,15156,2,human material,1,15156,2,50,1,support,,,
6016,15175,hardware,15182,1,unclassified,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6017,15176,large tube,15170,70,link,390,12,37757,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15183,30,human energy,29,15164,3,10,2,transfer,7,1,channel
6018,15176,large tube,15170,70,link,390,12,37758,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15185,30,human energy,29,15164,3,10,2,transfer,7,1,channel
6019,15177,bike seat post clamp,15170,72,clamp,390,12,37762,transmit,390,walker,1,consumer,11,metal,30,human energy,29,15187,30,human energy,29,15164,3,10,2,transfer,7,1,channel
6020,15177,bike seat post clamp,15170,72,clamp,390,18,37761,couple,390,walker,1,consumer,11,metal,5,solid,1,15176,5,solid,1,15164,2,17,1,connect,,,
6021,15177,bike seat post clamp,15170,72,clamp,390,52,37760,secure,390,walker,1,consumer,11,metal,5,solid,1,15164,5,solid,1,15164,2,50,1,support,,,
6022,15177,bike seat post clamp,15170,72,clamp,390,53,37759,position,390,walker,1,consumer,11,metal,5,solid,1,15181,5,solid,1,15181,2,50,1,support,,,
6023,15178,knee assembly,15182,175,assembly,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6024,15179,foot assembly,15182,175,assembly,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6025,15180,bolt,15175,160,nut-bolt,390,18,37763,couple,390,walker,1,consumer,11,metal,5,solid,1,15164,5,solid,1,15183,2,17,1,connect,,,
6026,15180,bolt,15175,160,nut-bolt,390,18,37764,couple,390,walker,1,consumer,11,metal,5,solid,1,15164,5,solid,1,15186,2,17,1,connect,,,
6027,15180,bolt,15175,160,nut-bolt,390,18,37765,couple,390,walker,1,consumer,11,metal,5,solid,1,15183,5,solid,1,15187,2,17,1,connect,,,
6028,15180,bolt,15175,160,nut-bolt,390,18,37766,couple,390,walker,1,consumer,11,metal,5,solid,1,15183,5,solid,1,15183,2,17,1,connect,,,
6029,15180,bolt,15175,160,nut-bolt,390,18,37767,couple,390,walker,1,consumer,11,metal,5,solid,1,15183,5,solid,1,15176,2,17,1,connect,,,
6030,15180,bolt,15175,160,nut-bolt,390,18,37768,couple,390,walker,1,consumer,11,metal,5,solid,1,15156,5,solid,1,15172,2,17,1,connect,,,
6031,15180,bolt,15175,160,nut-bolt,390,18,37769,couple,390,walker,1,consumer,11,metal,5,solid,1,15172,5,solid,1,15190,2,17,1,connect,,,
6032,15180,bolt,15175,160,nut-bolt,390,18,37770,couple,390,walker,1,consumer,11,metal,5,solid,1,15190,5,solid,1,15185,2,17,1,connect,,,
6033,15180,bolt,15175,160,nut-bolt,390,18,37771,couple,390,walker,1,consumer,11,metal,5,solid,1,15185,5,solid,1,15176,2,17,1,connect,,,
6034,15180,bolt,15175,160,nut-bolt,390,18,37772,couple,390,walker,1,consumer,11,metal,5,solid,1,15158,5,solid,1,15159,2,17,1,connect,,,
6035,15180,bolt,15175,160,nut-bolt,390,18,37773,couple,390,walker,1,consumer,11,metal,5,solid,1,15187,5,solid,1,15177,2,17,1,connect,,,
6036,15180,bolt,15175,160,nut-bolt,390,18,37774,couple,390,walker,1,consumer,11,metal,5,solid,1,15160,5,solid,1,15173,2,17,1,connect,,,
6037,15180,bolt,15175,160,nut-bolt,390,18,37775,couple,390,walker,1,consumer,11,metal,5,solid,1,15160,5,solid,1,15158,2,17,1,connect,,,
6038,15180,bolt,15175,160,nut-bolt,390,18,37776,couple,390,walker,1,consumer,11,metal,5,solid,1,15157,5,solid,1,15160,2,17,1,connect,,,
6039,15180,bolt,15175,160,nut-bolt,390,18,37777,couple,390,walker,1,consumer,11,metal,5,solid,1,15159,5,solid,1,15165,2,17,1,connect,,,
6040,15180,bolt,15175,160,nut-bolt,390,18,37778,couple,390,walker,1,consumer,11,metal,5,solid,1,15167,5,solid,1,15187,2,17,1,connect,,,
6041,15181,spacer,15162,149,washer,390,53,37779,position,390,walker,1,consumer,15,plastic,5,solid,1,15187,5,solid,1,15187,2,50,1,support,,,
6042,15183,knee joint half,15178,66,hinge,390,12,37782,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15189,30,human energy,29,15176,3,10,2,transfer,7,1,channel
6043,15183,knee joint half,15178,66,hinge,390,12,37785,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15164,30,human energy,29,15189,3,10,2,transfer,7,1,channel
6044,15183,knee joint half,15178,66,hinge,390,12,37786,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15187,30,human energy,29,15176,3,10,2,transfer,7,1,channel
6045,15183,knee joint half,15178,66,hinge,390,13,37783,guide,390,walker,1,consumer,2,aluminum,5,solid,1,15189,5,solid,1,15189,2,7,1,channel,,,
6046,15183,knee joint half,15178,66,hinge,390,53,37784,position,390,walker,1,consumer,2,aluminum,5,solid,1,15181,5,solid,1,15181,2,50,1,support,,,
6047,15184,ankle spring,15169,135,spring,390,34,37787,inhibit,390,walker,1,consumer,11,metal,30,human energy,29,15157,30,human energy,29,15160,3,32,2,stop,22,1,control magnitude
6048,15185,hip cap,15166,149,washer,390,12,37788,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15190,30,human energy,29,15176,3,10,2,transfer,7,1,channel
6049,15186,delrin,15188,66,hinge,390,12,37789,transmit,390,walker,1,consumer,15,plastic,30,human energy,29,15164,30,human energy,29,15163,3,10,2,transfer,7,1,channel
6050,15186,delrin,15188,66,hinge,390,13,37790,guide,390,walker,1,consumer,15,plastic,5,solid,1,15163,5,solid,1,15163,2,7,1,channel,,,
6051,15186,delrin,15188,66,hinge,390,13,37791,guide,390,walker,1,consumer,15,plastic,5,solid,1,15157,5,solid,1,15157,2,7,1,channel,,,
6052,15187,extension,15162,70,link,390,12,37792,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15167,30,human energy,29,15177,3,10,2,transfer,7,1,channel
6053,15187,extension,15162,70,link,390,12,37793,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15167,30,human energy,29,15183,3,10,2,transfer,7,1,channel
6054,15188,slide assembly,15182,175,assembly,390,,,,390,walker,1,consumer,,,,,,,,,,,,,,,,,
6055,15189,torsion spring,15178,135,spring,390,34,37794,inhibit,390,walker,1,consumer,11,metal,30,human energy,29,15183,30,human energy,29,15183,3,32,2,stop,22,1,control magnitude
6056,15190,hip joint female,15166,66,hinge,390,12,37795,transmit,390,walker,1,consumer,2,aluminum,30,human energy,29,15171,30,human energy,29,15185,3,10,2,transfer,7,1,channel
6057,15191,black screen,15194,153,screen,391,18,37796,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15202,5,solid,1,15202,2,17,1,connect,,,
6058,15192,internal,,177,internal,391,,,,391,water pump,1,consumer,,,,,,,,,,,,,,,,,
6059,15193,weights,15194,37,stabilizer,391,18,37797,couple,391,water pump,1,consumer,17,steel,5,solid,1,15207,5,solid,1,15207,2,17,1,connect,,,
6060,15195,screw,15194,163,screw,391,18,37799,couple,391,water pump,1,consumer,17,steel,5,solid,1,15207,5,solid,1,15201,2,17,1,connect,,,
6061,15195,screw,15194,163,screw,391,18,37800,couple,391,water pump,1,consumer,17,steel,5,solid,1,15202,5,solid,1,15207,2,17,1,connect,,,
6062,15195,screw,15194,163,screw,391,18,37801,couple,391,water pump,1,consumer,17,steel,5,solid,1,15202,5,solid,1,15191,2,17,1,connect,,,
6063,15195,screw,15194,163,screw,391,18,37802,couple,391,water pump,1,consumer,17,steel,5,solid,1,15193,5,solid,1,15193,2,17,1,connect,,,
6064,15195,screw,15194,163,screw,391,18,37803,couple,391,water pump,1,consumer,17,steel,5,solid,1,15196,5,solid,1,15196,2,17,1,connect,,,
6065,15195,screw,15194,163,screw,391,18,37804,couple,391,water pump,1,consumer,17,steel,5,solid,1,15204,5,solid,1,15192,2,17,1,connect,,,
6066,15196,motor,15194,115,electric motor,391,18,37806,couple,391,water pump,1,consumer,11,metal,5,solid,1,15206,5,solid,1,15192,2,17,1,connect,,,
6067,15196,motor,15194,115,electric motor,391,35,37805,convert,391,water pump,1,consumer,11,metal,34,electrical,29,15206,40,mechanical,29,15203,1,,,,,,
6068,15196,motor,15194,115,electric motor,391,52,37808,secure,391,water pump,1,consumer,11,metal,5,solid,1,15203,5,solid,1,15192,2,50,1,support,,,
6069,15196,motor,15194,115,electric motor,391,53,37807,position,391,water pump,1,consumer,11,metal,5,solid,1,15207,5,solid,1,15207,2,50,1,support,,,
6070,15197,black wire no.1,15194,154,electric wire,391,18,37809,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15196,5,solid,1,15196,2,17,1,connect,,,
6071,15197,black wire no.1,15194,154,electric wire,391,18,37810,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15204,5,solid,1,15192,2,17,1,connect,,,
6072,15198,clip,15194,72,clamp,391,18,37811,couple,391,water pump,1,consumer,11,metal,5,solid,1,15207,5,solid,1,15192,2,17,1,connect,,,
6073,15198,clip,15194,72,clamp,391,18,37812,couple,391,water pump,1,consumer,11,metal,5,solid,1,15200,5,solid,1,15192,2,17,1,connect,,,
6074,15199,external,,178,external,391,,,,391,water pump,1,consumer,,,,,,,,,,,,,,,,,
6075,15200,lid,15194,50,housing,391,18,37813,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15207,5,solid,1,15198,2,17,1,connect,,,
6076,15201,nozzle,15194,48,nozzle,391,18,37814,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15207,5,solid,1,15195,2,17,1,connect,,,
6077,15201,nozzle,15194,48,nozzle,391,53,37815,position,391,water pump,1,consumer,15,plastic,5,solid,1,15202,5,solid,1,15202,2,50,1,support,,,
6078,15202,bottom housing,15194,50,housing,391,18,37816,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15191,5,solid,1,15192,2,17,1,connect,,,
6079,15202,bottom housing,15194,50,housing,391,18,37817,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15207,5,solid,1,15207,2,17,1,connect,,,
6080,15202,bottom housing,15194,50,housing,391,53,37818,position,391,water pump,1,consumer,15,plastic,5,solid,1,15201,5,solid,1,15192,2,50,1,support,,,
6081,15203,fan blade,15194,42,blade,391,9,37820,export,391,water pump,1,consumer,15,plastic,43,pneumatic,29,15192,43,pneumatic,29,15199,2,7,1,channel,,,
6082,15203,fan blade,15194,42,blade,391,10,37823,transfer,391,water pump,1,consumer,15,plastic,43,pneumatic,29,15192,43,pneumatic,29,15192,2,7,1,channel,,,
6083,15203,fan blade,15194,42,blade,391,13,37821,guide,391,water pump,1,consumer,15,plastic,40,mechanical,29,15196,40,mechanical,29,15192,2,7,1,channel,,,
6084,15203,fan blade,15194,42,blade,391,35,37819,convert,391,water pump,1,consumer,15,plastic,40,mechanical,29,15192,43,pneumatic,29,15192,1,,,,,,
6085,15203,fan blade,15194,42,blade,391,52,37822,secure,391,water pump,1,consumer,15,plastic,5,solid,1,15196,5,solid,1,15196,2,50,1,support,,,
6086,15204,battery terminal,15194,13,transferor,391,8,37827,import,391,water pump,1,consumer,11,metal,34,electrical,29,15199,34,electrical,29,15208,2,7,1,channel,,,
6087,15204,battery terminal,15194,13,transferor,391,18,37824,couple,391,water pump,1,consumer,11,metal,5,solid,1,15208,5,solid,1,15198,2,17,1,connect,,,
6088,15204,battery terminal,15194,13,transferor,391,18,37825,couple,391,water pump,1,consumer,11,metal,5,solid,1,15206,5,solid,1,15196,2,17,1,connect,,,
6089,15204,battery terminal,15194,13,transferor,391,18,37826,couple,391,water pump,1,consumer,11,metal,5,solid,1,15207,5,solid,1,15207,2,17,1,connect,,,
6090,15205,switch,15194,76,electric switch,391,18,37828,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15208,5,solid,1,15192,2,17,1,connect,,,
6091,15205,switch,15194,76,electric switch,391,23,37829,actuate,391,water pump,1,consumer,15,plastic,34,electrical,29,15208,34,electrical,29,15206,2,22,1,control magnitude,,,
6092,15206,white wire,15194,154,electric wire,391,10,37831,transfer,391,water pump,1,consumer,15,plastic,34,electrical,29,15205,34,electrical,29,15196,2,7,1,channel,,,
6093,15206,white wire,15194,154,electric wire,391,18,37830,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15205,5,solid,1,15192,2,17,1,connect,,,
6094,15207,main housing,15194,50,housing,391,18,37833,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15196,5,solid,1,15192,2,17,1,connect,,,
6095,15207,main housing,15194,50,housing,391,18,37834,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15193,5,solid,1,15192,2,17,1,connect,,,
6096,15207,main housing,15194,50,housing,391,18,37835,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15200,5,solid,1,15192,2,17,1,connect,,,
6097,15207,main housing,15194,50,housing,391,18,37836,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15202,5,solid,1,15192,2,17,1,connect,,,
6098,15207,main housing,15194,50,housing,391,18,37837,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15201,5,solid,1,15192,2,17,1,connect,,,
6099,15207,main housing,15194,50,housing,391,18,37838,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15204,5,solid,1,15192,2,17,1,connect,,,
6100,15207,main housing,15194,50,housing,391,52,37839,secure,391,water pump,1,consumer,15,plastic,5,solid,1,15205,5,solid,1,15192,2,50,1,support,,,
6101,15207,main housing,15194,50,housing,391,53,37832,position,391,water pump,1,consumer,15,plastic,5,solid,1,15196,5,solid,1,15192,2,50,1,support,,,
6102,15208,black wire no. 2,15194,154,electric wire,391,10,37841,transfer,391,water pump,1,consumer,15,plastic,34,electrical,29,15204,34,electrical,29,15205,2,7,1,channel,,,
6103,15208,black wire no. 2,15194,154,electric wire,391,18,37840,couple,391,water pump,1,consumer,15,plastic,5,solid,1,15204,5,solid,1,15192,2,17,1,connect,,,
6104,15209,lid assembly,15216,175,assembly,392,,,,392,westbend electric wok,1,consumer,,,,,,,,,,,,,,,,,
6105,15210,heating coil assembly,15231,175,assembly,392,,,,392,westbend electric wok,1,consumer,,,,,,,,,,,,,,,,,
6106,15211,internal,,177,internal,392,,,,392,westbend electric wok,1,consumer,,,,,,,,,,,,,,,,,
6107,15212,screw mount,15231,147,support,392,52,37842,secure,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15224,5,solid,1,15211,2,50,1,support,,,
6108,15214,plug lead 1,15210,154,electric wire,392,10,37852,transfer,392,westbend electric wok,1,consumer,11,metal,34,electrical,29,15226,34,electrical,29,15232,2,7,1,channel,,,
6109,15214,plug lead 1,15210,154,electric wire,392,18,37849,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15232,5,solid,1,15232,2,17,1,connect,,,
6110,15214,plug lead 1,15210,154,electric wire,392,18,37850,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15233,5,solid,1,15219,2,17,1,connect,,,
6111,15214,plug lead 1,15210,154,electric wire,392,52,37851,secure,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15226,5,solid,1,15211,2,50,1,support,,,
6112,15215,plug lead 2,15210,154,electric wire,392,10,37856,transfer,392,westbend electric wok,1,consumer,11,metal,34,electrical,29,15234,34,electrical,29,15226,2,7,1,channel,,,
6113,15215,plug lead 2,15210,154,electric wire,392,18,37853,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15234,5,solid,1,15213,2,17,1,connect,,,
6114,15215,plug lead 2,15210,154,electric wire,392,18,37854,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15219,5,solid,1,15235,2,17,1,connect,,,
6115,15215,plug lead 2,15210,154,electric wire,392,52,37855,secure,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15226,5,solid,1,15211,2,50,1,support,,,
6116,15217,external,,178,external,392,,,,392,westbend electric wok,1,consumer,,,,,,,,,,,,,,,,,
6117,15218,lid,15209,96,cover,392,18,37858,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15225,5,solid,1,15222,2,17,1,connect,,,
6118,15218,lid,15209,96,cover,392,32,37860,stop,392,westbend electric wok,1,consumer,11,metal,45,thermal,29,15217,45,thermal,29,15217,2,22,1,control magnitude,,,
6119,15218,lid,15209,96,cover,392,53,37859,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15238,5,solid,1,15238,2,50,1,support,,,
6120,15219,base,15231,50,housing,392,13,37862,guide,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15242,5,solid,1,15211,2,7,1,channel,,,
6121,15219,base,15231,50,housing,392,18,37861,couple,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15215,5,solid,1,15235,2,17,1,connect,,,
6122,15219,base,15231,50,housing,392,18,37867,couple,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15233,5,solid,1,15214,2,17,1,connect,,,
6123,15219,base,15231,50,housing,392,51,37866,stabilize,392,westbend electric wok,1,consumer,15,plastic,40,mechanical,29,15238,40,mechanical,29,15217,2,50,1,support,,,
6124,15219,base,15231,50,housing,392,53,37863,position,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15241,5,solid,1,15211,2,50,1,support,,,
6125,15219,base,15231,50,housing,392,53,37864,position,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15226,5,solid,1,15226,2,50,1,support,,,
6126,15219,base,15231,50,housing,392,53,37865,position,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15238,5,solid,1,15238,2,50,1,support,,,
6127,15220,switch,15210,76,electric switch,392,18,37870,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15239,5,solid,1,15234,2,17,1,connect,,,
6128,15220,switch,15210,76,electric switch,392,18,37871,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15236,5,solid,1,15223,2,17,1,connect,,,
6129,15220,switch,15210,76,electric switch,392,23,37868,actuate,392,westbend electric wok,1,consumer,5,composite,34,electrical,29,15236,34,electrical,29,15234,2,22,1,control magnitude,,,
6130,15220,switch,15210,76,electric switch,392,23,37869,actuate,392,westbend electric wok,1,consumer,5,composite,26,control,19,15242,34,electrical,29,15211,2,22,1,control magnitude,,,
6131,15220,switch,15210,76,electric switch,392,52,37873,secure,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15242,5,solid,1,15211,2,50,1,support,,,
6132,15220,switch,15210,76,electric switch,392,52,37874,secure,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15238,5,solid,1,15238,2,50,1,support,,,
6133,15220,switch,15210,76,electric switch,392,53,37872,position,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15227,5,solid,1,15227,2,50,1,support,,,
6134,15221,handle 1,15231,150,handle,392,8,37877,import,392,westbend electric wok,1,consumer,15,plastic,2,human material,1,15217,2,human material,1,15217,2,7,1,channel,,,
6135,15221,handle 1,15231,150,handle,392,9,37876,export,392,westbend electric wok,1,consumer,15,plastic,2,human material,1,15217,2,human material,1,15217,2,7,1,channel,,,
6136,15221,handle 1,15231,150,handle,392,18,37875,couple,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15238,5,solid,1,15224,2,17,1,connect,,,
6137,15221,handle 1,15231,150,handle,392,53,37878,position,392,westbend electric wok,1,consumer,15,plastic,2,human material,1,15217,2,human material,1,15217,2,50,1,support,,,
6138,15222,handle 2,15209,150,handle,392,8,37881,import,392,westbend electric wok,1,consumer,15,plastic,2,human material,1,15217,2,human material,1,15217,2,7,1,channel,,,
6139,15222,handle 2,15209,150,handle,392,9,37880,export,392,westbend electric wok,1,consumer,15,plastic,2,human material,1,15217,2,human material,1,15217,2,7,1,channel,,,
6140,15222,handle 2,15209,150,handle,392,18,37879,couple,392,westbend electric wok,1,consumer,15,plastic,5,solid,1,15225,5,solid,1,15218,2,17,1,connect,,,
6141,15222,handle 2,15209,150,handle,392,53,37882,position,392,westbend electric wok,1,consumer,15,plastic,2,human material,1,15217,2,human material,1,15217,2,50,1,support,,,
6142,15223,heating coil,15210,126,heating element,392,10,37891,transfer,392,westbend electric wok,1,consumer,5,composite,34,electrical,29,15211,34,electrical,29,15236,2,7,1,channel,,,
6143,15223,heating coil,15210,126,heating element,392,18,37884,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15240,5,solid,1,15227,2,17,1,connect,,,
6144,15223,heating coil,15210,126,heating element,392,18,37885,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15240,5,solid,1,15228,2,17,1,connect,,,
6145,15223,heating coil,15210,126,heating element,392,18,37886,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15237,5,solid,1,15232,2,17,1,connect,,,
6146,15223,heating coil,15210,126,heating element,392,18,37887,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15236,5,solid,1,15220,2,17,1,connect,,,
6147,15223,heating coil,15210,126,heating element,392,18,37888,couple,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15240,5,solid,1,15238,2,17,1,connect,,,
6148,15223,heating coil,15210,126,heating element,392,35,37883,convert,392,westbend electric wok,1,consumer,5,composite,34,electrical,29,15232,45,thermal,29,15238,1,,,,,,
6149,15223,heating coil,15210,126,heating element,392,53,37889,position,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15229,5,solid,1,15211,2,50,1,support,,,
6150,15223,heating coil,15210,126,heating element,392,53,37890,position,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15228,5,solid,1,15228,2,50,1,support,,,
6151,15224,screw 1,15231,163,screw,392,18,37892,couple,392,westbend electric wok,1,consumer,17,steel,5,solid,1,15238,5,solid,1,15211,2,17,1,connect,,,
6152,15224,screw 1,15231,163,screw,392,18,37893,couple,392,westbend electric wok,1,consumer,17,steel,5,solid,1,15221,5,solid,1,15211,2,17,1,connect,,,
6153,15225,screw 2,15209,163,screw,392,18,37894,couple,392,westbend electric wok,1,consumer,2,aluminum,5,solid,1,15222,5,solid,1,15211,2,17,1,connect,,,
6154,15225,screw 2,15209,163,screw,392,18,37895,couple,392,westbend electric wok,1,consumer,2,aluminum,5,solid,1,15218,5,solid,1,15211,2,17,1,connect,,,
6155,15226,plug and cord,15231,51,electric cord,392,8,37896,import,392,westbend electric wok,1,consumer,5,composite,34,electrical,29,15217,34,electrical,29,15211,2,7,1,channel,,,
6156,15226,plug and cord,15231,51,electric cord,392,10,37900,transfer,392,westbend electric wok,1,consumer,5,composite,34,electrical,29,15211,34,electrical,29,15214,2,7,1,channel,,,
6157,15226,plug and cord,15231,51,electric cord,392,10,37901,transfer,392,westbend electric wok,1,consumer,5,composite,34,electrical,29,15215,34,electrical,29,15211,2,7,1,channel,,,
6158,15226,plug and cord,15231,51,electric cord,392,52,37898,secure,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15214,5,solid,1,15214,2,50,1,support,,,
6159,15226,plug and cord,15231,51,electric cord,392,52,37899,secure,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15215,5,solid,1,15215,2,50,1,support,,,
6160,15226,plug and cord,15231,51,electric cord,392,53,37897,position,392,westbend electric wok,1,consumer,5,composite,5,solid,1,15219,5,solid,1,15219,2,50,1,support,,,
6161,15227,bracket 1,15210,147,support,392,18,37902,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15228,5,solid,1,15240,2,17,1,connect,,,
6162,15227,bracket 1,15210,147,support,392,18,37903,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15240,5,solid,1,15223,2,17,1,connect,,,
6163,15227,bracket 1,15210,147,support,392,18,37904,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15240,5,solid,1,15238,2,17,1,connect,,,
6164,15227,bracket 1,15210,147,support,392,53,37905,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15220,5,solid,1,15211,2,50,1,support,,,
6165,15228,bracket 2,15210,147,support,392,18,37906,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15240,5,solid,1,15227,2,17,1,connect,,,
6166,15228,bracket 2,15210,147,support,392,18,37907,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15240,5,solid,1,15238,2,17,1,connect,,,
6167,15228,bracket 2,15210,147,support,392,53,37908,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15211,2,50,1,support,,,
6168,15229,bracket 3,15210,147,support,392,53,37909,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15238,5,solid,1,15238,2,50,1,support,,,
6169,15229,bracket 3,15210,147,support,392,53,37910,position,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15223,5,solid,1,15223,2,50,1,support,,,
6170,15230,nut 1,15231,160,nut-bolt,392,18,37911,couple,392,westbend electric wok,1,consumer,11,metal,5,solid,1,15241,5,solid,1,15211,2,17,1,connect,,,
