unique_id,id,name,child_of_artifact,basis_name_id,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction
187,4731,switch,4720,76,electric switch,89,35,8396,convert,89,digger dog,1,consumer,11,metal,30,human energy,29,4703,26,control,19,4704,1,,,,,,
188,4731,switch,4720,76,electric switch,89,35,8396,convert,89,digger dog,1,consumer,15,plastic,30,human energy,29,4703,26,control,19,4704,1,,,,,,
189,4732,left leg half,4733,50,housing,89,9,8397,export,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4713,40,mechanical,29,4703,2,7,1,channel,,,
190,4733,dog leg,4710,175,assembly,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,
191,4735,screw,4699,163,screw,89,18,8403,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4693,5,solid,1,4693,2,17,1,connect,,,
192,4735,screw,4699,163,screw,89,18,8404,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4702,5,solid,1,4702,2,17,1,connect,,,
193,4735,screw,4699,163,screw,89,18,8405,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4717,5,solid,1,4717,2,17,1,connect,,,
194,4735,screw,4699,163,screw,89,18,8406,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4731,5,solid,1,4731,2,17,1,connect,,,
195,4735,screw,4699,163,screw,89,18,8407,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4705,5,solid,1,4705,2,17,1,connect,,,
196,4735,screw,4699,163,screw,89,18,8408,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4725,5,solid,1,4725,2,17,1,connect,,,
197,4735,screw,4699,163,screw,89,18,8409,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4711,5,solid,1,4711,2,17,1,connect,,,
198,4735,screw,4699,163,screw,89,18,8410,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4697,5,solid,1,4697,2,17,1,connect,,,
199,4735,screw,4699,163,screw,89,18,8411,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4728,5,solid,1,4728,2,17,1,connect,,,
200,4735,screw,4699,163,screw,89,18,8412,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4732,5,solid,1,4732,2,17,1,connect,,,
201,4735,screw,4699,163,screw,89,18,8413,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4727,5,solid,1,4727,2,17,1,connect,,,
202,4735,screw,4699,163,screw,89,18,8414,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4718,5,solid,1,4718,2,17,1,connect,,,
203,4735,screw,4699,163,screw,89,18,8415,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4723,5,solid,1,4723,2,17,1,connect,,,
204,4735,screw,4699,163,screw,89,18,8416,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4707,5,solid,1,4707,2,17,1,connect,,,
205,4736,battery,4720,132,battery,89,8,8417,import,89,digger dog,1,consumer,11,metal,34,electrical,29,4703,34,electrical,29,4693,2,7,1,channel,,,
206,4736,battery,4720,132,battery,89,38,8418,store,89,digger dog,1,consumer,11,metal,34,electrical,29,4703,34,electrical,29,4693,2,37,1,provision,,,
207,4737,internal,,177,internal,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,
208,5703,gear 1,5725,165,gear,121,13,10686,guide,121,cotton candy machine,1,consumer,15,plastic,5,solid,1,5740,5,solid,1,5705,2,7,1,channel,,,
209,5703,gear 1,5725,165,gear,121,27,10685,change,121,cotton candy machine,1,consumer,15,plastic,41,rotational,40,5726,41,rotational,40,5705,2,22,1,control magnitude,,,
210,5703,gear 1,5725,165,gear,121,52,10684,secure,121,cotton candy machine,1,consumer,15,plastic,5,solid,1,5726,5,solid,1,5726,2,50,1,support,,,
211,5704,ceramic,5723,104,thermal insulator,121,12,10687,transmit,121,cotton candy machine,1,consumer,5,composite,45,thermal,29,5740,45,thermal,29,5713,3,10,2,transfer,7,1,channel
212,5704,ceramic,5723,104,thermal insulator,121,35,10688,convert,121,cotton candy machine,1,consumer,5,composite,34,electrical,29,5728,45,thermal,29,5740,1,,,,,,
213,5705,gear 2,5725,165,gear,121,27,10689,change,121,cotton candy machine,1,consumer,15,plastic,41,rotational,40,5703,41,rotational,40,5724,2,22,1,control magnitude,,,
214,5705,gear 2,5725,165,gear,121,52,10690,secure,121,cotton candy machine,1,consumer,15,plastic,5,solid,1,5724,5,solid,1,5724,2,50,1,support,,,
215,5706,plate,5725,147,support,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
216,5707,housing screw,5725,73,fastener,121,18,10691,couple,121,cotton candy machine,1,consumer,17,steel,5,solid,1,5733,5,solid,1,5732,2,17,1,connect,,,
217,5708,heater screw,5723,73,fastener,121,18,10692,couple,121,cotton candy machine,1,consumer,17,steel,5,solid,1,5714,5,solid,1,5729,2,17,1,connect,,,
218,5708,heater screw,5723,73,fastener,121,18,10693,couple,121,cotton candy machine,1,consumer,17,steel,5,solid,1,5729,5,solid,1,5730,2,17,1,connect,,,
219,5709,external,,178,external,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
220,5710,spinner assembly,5739,175,assembly,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
221,5711,support plate,5710,147,support,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
222,5712,wire pinchers,5725,103,stop,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
223,5713,spinner,5710,123,fan,121,15,10695,rotate,121,cotton candy machine,1,consumer,2,aluminum,41,rotational,40,5735,41,rotational,40,5740,3,13,2,guide,7,1,channel
224,5713,spinner,5710,123,fan,121,15,10695,rotate,121,cotton candy machine,1,consumer,16,rubber,41,rotational,40,5735,41,rotational,40,5740,3,13,2,guide,7,1,channel
225,5713,spinner,5710,123,fan,121,15,10698,rotate,121,cotton candy machine,1,consumer,2,aluminum,5,solid,1,5740,5,solid,1,5740,3,13,2,guide,7,1,channel
226,5713,spinner,5710,123,fan,121,15,10698,rotate,121,cotton candy machine,1,consumer,16,rubber,5,solid,1,5740,5,solid,1,5740,3,13,2,guide,7,1,channel
227,5713,spinner,5710,123,fan,121,35,10696,convert,121,cotton candy machine,1,consumer,2,aluminum,4,liquid,1,5740,18,colloidal,10,5716,1,,,,,,
228,5713,spinner,5710,123,fan,121,35,10696,convert,121,cotton candy machine,1,consumer,2,aluminum,5,solid,1,5740,4,liquid,1,5716,1,,,,,,
229,5713,spinner,5710,123,fan,121,35,10696,convert,121,cotton candy machine,1,consumer,2,aluminum,41,rotational,40,5740,42,translational,40,5716,1,,,,,,
230,5713,spinner,5710,123,fan,121,35,10696,convert,121,cotton candy machine,1,consumer,16,rubber,4,liquid,1,5740,18,colloidal,10,5716,1,,,,,,
231,5713,spinner,5710,123,fan,121,35,10696,convert,121,cotton candy machine,1,consumer,16,rubber,5,solid,1,5740,4,liquid,1,5716,1,,,,,,
232,5713,spinner,5710,123,fan,121,35,10696,convert,121,cotton candy machine,1,consumer,16,rubber,41,rotational,40,5740,42,translational,40,5716,1,,,,,,
233,5713,spinner,5710,123,fan,121,35,10697,convert,121,cotton candy machine,1,consumer,2,aluminum,4,liquid,1,5740,18,colloidal,10,5740,1,,,,,,
234,5713,spinner,5710,123,fan,121,35,10697,convert,121,cotton candy machine,1,consumer,2,aluminum,5,solid,1,5740,4,liquid,1,5740,1,,,,,,
235,5713,spinner,5710,123,fan,121,35,10697,convert,121,cotton candy machine,1,consumer,2,aluminum,41,rotational,40,5740,42,translational,40,5740,1,,,,,,
236,5713,spinner,5710,123,fan,121,35,10697,convert,121,cotton candy machine,1,consumer,16,rubber,4,liquid,1,5740,18,colloidal,10,5740,1,,,,,,
237,5713,spinner,5710,123,fan,121,35,10697,convert,121,cotton candy machine,1,consumer,16,rubber,5,solid,1,5740,4,liquid,1,5740,1,,,,,,
238,5713,spinner,5710,123,fan,121,35,10697,convert,121,cotton candy machine,1,consumer,16,rubber,41,rotational,40,5740,42,translational,40,5740,1,,,,,,
239,5713,spinner,5710,123,fan,121,35,10699,convert,121,cotton candy machine,1,consumer,2,aluminum,45,thermal,29,5704,45,thermal,29,5740,1,,,,,,
240,5713,spinner,5710,123,fan,121,35,10699,convert,121,cotton candy machine,1,consumer,16,rubber,45,thermal,29,5704,45,thermal,29,5740,1,,,,,,
241,5713,spinner,5710,123,fan,121,38,10694,store,121,cotton candy machine,1,consumer,2,aluminum,5,solid,1,5738,5,solid,1,5740,2,37,1,provision,,,
242,5713,spinner,5710,123,fan,121,38,10694,store,121,cotton candy machine,1,consumer,16,rubber,5,solid,1,5738,5,solid,1,5740,2,37,1,provision,,,
243,5714,heating platform,5723,126,heating element,121,10,10701,transfer,121,cotton candy machine,1,consumer,11,metal,45,thermal,29,5740,45,thermal,29,5724,2,7,1,channel,,,
244,5714,heating platform,5723,126,heating element,121,35,10700,convert,121,cotton candy machine,1,consumer,11,metal,34,electrical,29,5737,45,thermal,29,5740,1,,,,,,
245,5714,heating platform,5723,126,heating element,121,53,10702,position,121,cotton candy machine,1,consumer,11,metal,5,solid,1,5729,5,solid,1,5729,2,50,1,support,,,
246,5714,heating platform,5723,126,heating element,121,53,10703,position,121,cotton candy machine,1,consumer,11,metal,5,solid,1,5704,5,solid,1,5704,2,50,1,support,,,
247,5715,safety nut,5710,160,nut-bolt,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
248,5716,bowl,5739,128,reservoir,121,8,10710,import,121,cotton candy machine,1,consumer,15,plastic,3,gas,1,5709,3,gas,1,5740,2,7,1,channel,,,
249,5716,bowl,5739,128,reservoir,121,9,10707,export,121,cotton candy machine,1,consumer,15,plastic,31,acoustic,29,5740,31,acoustic,29,5709,2,7,1,channel,,,
250,5716,bowl,5739,128,reservoir,121,9,10708,export,121,cotton candy machine,1,consumer,15,plastic,3,gas,1,5740,3,gas,1,5709,2,7,1,channel,,,
251,5716,bowl,5739,128,reservoir,121,9,10708,export,121,cotton candy machine,1,consumer,15,plastic,4,liquid,1,5740,18,colloidal,10,5709,2,7,1,channel,,,
252,5716,bowl,5739,128,reservoir,121,9,10708,export,121,cotton candy machine,1,consumer,15,plastic,18,colloidal,10,5740,18,colloidal,10,5709,2,7,1,channel,,,
253,5716,bowl,5739,128,reservoir,121,9,10708,export,121,cotton candy machine,1,consumer,15,plastic,41,rotational,40,5740,42,translational,40,5709,2,7,1,channel,,,
254,5716,bowl,5739,128,reservoir,121,9,10708,export,121,cotton candy machine,1,consumer,15,plastic,42,translational,40,5740,31,acoustic,29,5709,2,7,1,channel,,,
255,5716,bowl,5739,128,reservoir,121,9,10708,export,121,cotton candy machine,1,consumer,15,plastic,45,thermal,29,5740,45,thermal,29,5709,2,7,1,channel,,,
256,5716,bowl,5739,128,reservoir,121,9,10709,export,121,cotton candy machine,1,consumer,15,plastic,31,acoustic,29,5740,31,acoustic,29,5709,2,7,1,channel,,,
257,5716,bowl,5739,128,reservoir,121,32,10711,stop,121,cotton candy machine,1,consumer,15,plastic,3,gas,1,5740,3,gas,1,5740,2,22,1,control magnitude,,,
258,5716,bowl,5739,128,reservoir,121,32,10711,stop,121,cotton candy machine,1,consumer,15,plastic,4,liquid,1,5740,18,colloidal,10,5740,2,22,1,control magnitude,,,
259,5716,bowl,5739,128,reservoir,121,32,10711,stop,121,cotton candy machine,1,consumer,15,plastic,18,colloidal,10,5740,18,colloidal,10,5740,2,22,1,control magnitude,,,
260,5716,bowl,5739,128,reservoir,121,32,10711,stop,121,cotton candy machine,1,consumer,15,plastic,41,rotational,40,5740,42,translational,40,5740,2,22,1,control magnitude,,,
261,5716,bowl,5739,128,reservoir,121,32,10711,stop,121,cotton candy machine,1,consumer,15,plastic,42,translational,40,5740,31,acoustic,29,5740,2,22,1,control magnitude,,,
262,5716,bowl,5739,128,reservoir,121,32,10711,stop,121,cotton candy machine,1,consumer,15,plastic,45,thermal,29,5740,45,thermal,29,5740,2,22,1,control magnitude,,,
263,5716,bowl,5739,128,reservoir,121,35,10705,convert,121,cotton candy machine,1,consumer,15,plastic,3,gas,1,5740,3,gas,1,5740,1,,,,,,
264,5716,bowl,5739,128,reservoir,121,35,10706,convert,121,cotton candy machine,1,consumer,15,plastic,4,liquid,1,5713,18,colloidal,10,5740,1,,,,,,
265,5716,bowl,5739,128,reservoir,121,35,10706,convert,121,cotton candy machine,1,consumer,15,plastic,41,rotational,40,5713,42,translational,40,5740,1,,,,,,
266,5716,bowl,5739,128,reservoir,121,35,10706,convert,121,cotton candy machine,1,consumer,15,plastic,45,thermal,29,5713,45,thermal,29,5740,1,,,,,,
267,5716,bowl,5739,128,reservoir,121,39,10704,contain,121,cotton candy machine,1,consumer,15,plastic,18,colloidal,10,5740,18,colloidal,10,5740,3,38,2,store,37,1,provision
268,5717,heat sink,5710,63,heat exchanger,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
269,5718,power switch,5725,127,knob,121,8,10716,import,121,cotton candy machine,1,consumer,1,abs,2,human material,1,5709,2,human material,1,5740,2,7,1,channel,,,
270,5718,power switch,5725,127,knob,121,8,10716,import,121,cotton candy machine,1,consumer,1,abs,28,discrete,26,5709,28,discrete,26,5740,2,7,1,channel,,,
271,5718,power switch,5725,127,knob,121,8,10716,import,121,cotton candy machine,1,consumer,1,abs,30,human energy,29,5709,30,human energy,29,5740,2,7,1,channel,,,
272,5718,power switch,5725,127,knob,121,9,10714,export,121,cotton candy machine,1,consumer,1,abs,2,human material,1,5740,2,human material,1,5709,2,7,1,channel,,,
273,5718,power switch,5725,127,knob,121,9,10714,export,121,cotton candy machine,1,consumer,1,abs,30,human energy,29,5740,30,human energy,29,5709,2,7,1,channel,,,
274,5718,power switch,5725,127,knob,121,23,10712,actuate,121,cotton candy machine,1,consumer,1,abs,34,electrical,29,5737,34,electrical,29,5728,2,22,1,control magnitude,,,
275,5718,power switch,5725,127,knob,121,23,10713,actuate,121,cotton candy machine,1,consumer,1,abs,28,discrete,26,5740,28,discrete,26,5728,2,22,1,control magnitude,,,
276,5718,power switch,5725,127,knob,121,23,10715,actuate,121,cotton candy machine,1,consumer,1,abs,2,human material,1,5740,2,human material,1,5740,2,22,1,control magnitude,,,
277,5718,power switch,5725,127,knob,121,23,10715,actuate,121,cotton candy machine,1,consumer,1,abs,30,human energy,29,5740,30,human energy,29,5740,2,22,1,control magnitude,,,
278,5720,circuit board screw,5728,73,fastener,121,18,10718,couple,121,cotton candy machine,1,consumer,17,steel,5,solid,1,5733,5,solid,1,5728,2,17,1,connect,,,
279,5721,wire pincher screw 1,5712,73,fastener,121,18,10719,couple,121,cotton candy machine,1,consumer,17,steel,5,solid,1,5712,5,solid,1,5733,2,17,1,connect,,,
280,5722,wire pincher screw 2,5712,73,fastener,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
281,5723,heater,5725,86,electric resistor,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
282,5724,fan,5725,123,fan,121,8,10723,import,121,cotton candy machine,1,consumer,11,metal,3,gas,1,5709,3,gas,1,5740,2,7,1,channel,,,
283,5724,fan,5725,123,fan,121,9,10721,export,121,cotton candy machine,1,consumer,11,metal,3,gas,1,5740,3,gas,1,5709,2,7,1,channel,,,
284,5724,fan,5725,123,fan,121,10,10722,transfer,121,cotton candy machine,1,consumer,11,metal,41,rotational,40,5705,41,rotational,40,5713,2,7,1,channel,,,
285,5724,fan,5725,123,fan,121,53,10720,position,121,cotton candy machine,1,consumer,11,metal,5,solid,1,5713,5,solid,1,5713,2,50,1,support,,,
286,5725,housing,5739,50,housing,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
287,5727,safety key,5739,77,latch release,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
288,5729,fiberglass,5723,104,thermal insulator,121,34,10730,inhibit,121,cotton candy machine,1,consumer,5,composite,45,thermal,29,5704,45,thermal,29,5714,3,32,2,stop,22,1,control magnitude
289,5730,mess guard,5739,96,cover,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
290,5731,plate washer,5706,149,washer,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
291,5732,upper housing,5725,50,housing,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
292,5733,lower housing,5725,50,housing,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
293,5734,shaft washer,5735,149,washer,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
294,5735,shaft,5725,62,shaft,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
295,5736,sieve,5710,78,valve,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
296,5737,power cord,5739,54,electric conductor,121,8,10731,import,121,cotton candy machine,1,consumer,7,copper,34,electrical,29,5709,34,electrical,29,5718,2,7,1,channel,,,
297,5737,power cord,5739,54,electric conductor,121,8,10731,import,121,cotton candy machine,1,consumer,16,rubber,34,electrical,29,5709,34,electrical,29,5718,2,7,1,channel,,,
298,5738,spinner cover,5710,96,cover,121,8,10734,import,121,cotton candy machine,1,consumer,15,plastic,2,human material,1,5740,2,human material,1,5740,2,7,1,channel,,,
299,5738,spinner cover,5710,96,cover,121,8,10734,import,121,cotton candy machine,1,consumer,15,plastic,30,human energy,29,5740,30,human energy,29,5740,2,7,1,channel,,,
300,5738,spinner cover,5710,96,cover,121,8,10735,import,121,cotton candy machine,1,consumer,15,plastic,5,solid,1,5709,5,solid,1,5740,2,7,1,channel,,,
301,5738,spinner cover,5710,96,cover,121,8,10736,import,121,cotton candy machine,1,consumer,15,plastic,2,human material,1,5709,2,human material,1,5740,2,7,1,channel,,,
302,5738,spinner cover,5710,96,cover,121,8,10736,import,121,cotton candy machine,1,consumer,15,plastic,30,human energy,29,5709,30,human energy,29,5740,2,7,1,channel,,,
303,5738,spinner cover,5710,96,cover,121,9,10733,export,121,cotton candy machine,1,consumer,15,plastic,2,human material,1,5740,2,human material,1,5709,2,7,1,channel,,,
304,5738,spinner cover,5710,96,cover,121,9,10733,export,121,cotton candy machine,1,consumer,15,plastic,30,human energy,29,5740,30,human energy,29,5709,2,7,1,channel,,,
305,5738,spinner cover,5710,96,cover,121,13,10732,guide,121,cotton candy machine,1,consumer,15,plastic,5,solid,1,5740,5,solid,1,5713,2,7,1,channel,,,
306,5739,cotton candy machine,5739,179,system,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
307,5740,internal,,177,internal,121,,,,121,cotton candy machine,1,consumer,,,,,,,,,,,,,,,,,
308,7874,engine,7891,114,ic motor,169,18,20099,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7890,5,solid,1,7886,2,17,1,connect,,,
309,7874,engine,7891,114,ic motor,169,18,20105,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7888,5,solid,1,7886,2,17,1,connect,,,
310,7874,engine,7891,114,ic motor,169,18,20106,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7889,5,solid,1,7886,2,17,1,connect,,,
311,7874,engine,7891,114,ic motor,169,18,20107,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7882,5,solid,1,7886,2,17,1,connect,,,
312,7874,engine,7891,114,ic motor,169,18,20108,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7887,5,solid,1,7886,2,17,1,connect,,,
313,7874,engine,7891,114,ic motor,169,35,20100,convert,169,lawn mower,1,consumer,11,metal,33,chemical,29,7888,25,visual,20,7890,1,,,,,,
314,7874,engine,7891,114,ic motor,169,35,20101,convert,169,lawn mower,1,consumer,11,metal,33,chemical,29,7888,45,thermal,29,7882,1,,,,,,
315,7874,engine,7891,114,ic motor,169,35,20102,convert,169,lawn mower,1,consumer,11,metal,33,chemical,29,7888,40,mechanical,29,7890,1,,,,,,
316,7874,engine,7891,114,ic motor,169,35,20103,convert,169,lawn mower,1,consumer,11,metal,33,chemical,29,7888,21,auditory,20,7882,1,,,,,,
317,7874,engine,7891,114,ic motor,169,35,20104,convert,169,lawn mower,1,consumer,11,metal,15,liquid-gas,10,7888,3,gas,1,7882,1,,,,,,
318,7874,engine,7891,114,ic motor,169,52,20109,secure,169,lawn mower,1,consumer,11,metal,5,solid,1,7892,5,solid,1,7892,2,50,1,support,,,
319,7875,internal,,177,internal,169,,,,169,lawn mower,1,consumer,,,,,,,,,,,,,,,,,
320,7876,fuel line,7891,67,tube,169,10,20110,transfer,169,lawn mower,1,consumer,16,rubber,33,chemical,29,7885,33,chemical,29,7888,2,7,1,channel,,,
321,7876,fuel line,7891,67,tube,169,18,20111,couple,169,lawn mower,1,consumer,16,rubber,5,solid,1,7888,5,solid,1,7877,2,17,1,connect,,,
322,7876,fuel line,7891,67,tube,169,18,20112,couple,169,lawn mower,1,consumer,16,rubber,5,solid,1,7885,5,solid,1,7877,2,17,1,connect,,,
323,7877,clamp,7891,72,clamp,169,18,20113,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7876,5,solid,1,7888,2,17,1,connect,,,
324,7877,clamp,7891,72,clamp,169,18,20114,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7885,5,solid,1,7876,2,17,1,connect,,,
325,7878,external,,178,external,169,,,,169,lawn mower,1,consumer,,,,,,,,,,,,,,,,,
326,7879,pin,7891,66,hinge,169,18,20115,couple,169,lawn mower,1,consumer,11,metal,5,solid,1,7880,5,solid,1,7889,2,17,1,connect,,,
